,text,top_class,hate_speech,offensive_language,neither
38,CoolStoryBob CoolStoryBob CoolStoryBob,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
39,CoolStoryBob,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
40,Hamilton. YES.,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
41,HoT'd him,neither,0.03924776038950645,0.3338630776975801,0.6268891619129136
42,Didn't Vax get to use assassinate?,neither,0.012252464689330356,0.4461324639251338,0.5416150713855359
43,what did I miss during the video failure?,neither,0.041029266617388115,0.25083570153534096,0.7081350318472709
44,Here we go...,neither,0.13156755280784707,0.2765461283225309,0.5918863188696221
45,Bidet from Quebec Canada<,neither,0.04071751644889743,0.3089174816120565,0.6503650019390461
46,The Critters after-party begins!!!!,neither,0.038656221570818834,0.3158379841845939,0.6455057942445872
47,When does it start,offensive_language,0.01665714390620927,0.5095962980709364,0.4737465580228543
48,!wallet,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
49,What about Boris?,neither,0.04337281327515979,0.35407822178780224,0.6025489649370381
50,monster pike,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
51,woohoo seatle!!!,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
52,Only 2 left before Alpha only FeelsBadMan,neither,0.036589191158639664,0.3789859358581955,0.5844248729831649
53,1,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
54,Woop woop!,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
55,A+ intro,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
56,Denise is killing it!,neither,0.04857944580693235,0.3272371565497646,0.6241833976433031
57,this VGA stream is so cringe,neither,0.04591166468718458,0.3657953100139537,0.5882930252988616
58,@chaoticloony Thanks! :p,neither,0.035884468650613,0.3004919205142699,0.6636236108351171
59,@Tairu0328 Ok as well,neither,0.0368997586773098,0.3737147945497263,0.5893854467729639
60,I wonder when the next give away is.,neither,0.03658147193868326,0.347342655064086,0.6160758729972307
61,gandsSubHype gandsSubHype gandsSubHype gandsSubHype gandsSubHype gandsSubHype gandsSubHype gandsSubHype gandsSubHype,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
62,Oh geez. Music Stopped I'm way too excited right now,neither,0.041950724871355725,0.3142298630428763,0.6438194120857679
63,it's a bunny alright,neither,0.0380154014466397,0.3308706158258885,0.6311139827274718
64,"Just got in, darn when they start on time!!",neither,0.02601597432441273,0.4391629337716792,0.5348210919039081
65,@detectivecain It will be after this one,neither,0.03890161889094438,0.3468369428682629,0.6142614382407927
66,"why is people saying ""bidet"" all the time?",neither,0.05040381658470505,0.4216697848871425,0.5279263985281525
67,i actually catch TM,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
68,@PreRambus Cuz Legendary wants your money,neither,0.0664840542725055,0.32287430193452715,0.6106416437929674
69,pit crew!,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
70,Alpha is broken...,neither,0.04746406043191003,0.3276207887269032,0.6249151508411868
71,So starting from a few weeks will CritRole not be on twitch anymore? only Alpha?,neither,0.038769938154794,0.3440483984483265,0.6171816633968795
72,still catching up from episode 33😢,neither,0.03771658371869622,0.3651867664486701,0.5970966498326337
73,"We most likely don't know what the exact song that's playing is, but chances are it's from OverClocked ReMix! ocremix.org",neither,0.05370311096414692,0.3181503198914469,0.6281465691444061
74,XD,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
75,@mannyfresh4life Aye from Wetumpka,neither,0.04098207143903533,0.30442729299591004,0.6545906355650547
76,itto_0 has 3264 coins,neither,0.03989735448983053,0.32283777050957063,0.6372648750005988
77,22+ month club hype!!,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
78,gandsMatt gandsCrit,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
79,allknowingmimir has 6964 coins,neither,0.03989735448983053,0.32283777050957063,0.6372648750005988
80,gandsHR,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
81,fingers crossed Mary is on tonight!,neither,0.040916653221048864,0.32153139049138124,0.6375519562875699
82,ayyyyyyyyyy,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
83,lolk,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
84,*** SAM,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
85,and it begins,neither,0.03706576931610223,0.28748103000382536,0.6754532006800723
86,gandsSCANLAN gandsSCANLAN gandsSCANLAN gandsSCANLAN gandsSCANLAN gandsSCANLAN gandsSCANLAN gandsSCANLAN gandsSCANLAN gandsSCANLAN gandsSCANLAN gandsSCANLAN gandsSCANLAN,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
87,gandsSCANLAN gandsSCANLAN gandsSCANLAN gandsSCANLAN gandsSCANLAN gandsSCANLAN gandsSCANLAN gandsSCANLAN gandsSCANLAN gandsSCANLAN gandsSCANLAN gandsSCANLAN gandsSCANLAN gandsSCANLAN gandsSCANLAN gandsSCANLAN gandsSCANLAN,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
88,gandsSCANLAN gandsSCANLAN gandsSCANLAN gandsSCANLAN gandsSCANLAN gandsSCANLAN gandsSCANLAN gandsSCANLAN gandsSCANLAN gandsSCANLAN gandsSCANLAN gandsSCANLAN gandsSCANLAN gandsSCANLAN gandsSCANLAN gandsSCANLAN gandsSCANLAN gandsSCANLAN,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
89,CRAHTAKAR RAH,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
90,Bidet represent Pittsburgh,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
91,Admit it - Brian pulled out the plug,neither,0.03502272228338607,0.3307348747492246,0.6342424029673894
92,have they started yet???,neither,0.03886706509480692,0.3403244703841793,0.6208084645210137
93,thordak you worthless lizard!,neither,0.05566699473261789,0.37611324959596015,0.5682197556714219
94,Matt wouldn't let an NPC get the kill on Thordak,neither,0.2216997685059806,0.2562797318669784,0.5220204996270411
95,#lessthanthreeforpitcrew,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
96,lol #WeKnow,neither,0.031120645729857982,0.3912535864736078,0.5776257677965343
97,wow,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
98,lol beautiful,neither,0.028681558894831236,0.4115784185880778,0.5597400225170909
99,I have no sound at all,neither,0.0388681980863619,0.47217901399432205,0.4889527879193161
100,gandsSCANLAN gandsSCANLAN gandsSCANLAN gandsSCANLAN gandsSCANLAN gandsSCANLAN gandsSCANLAN gandsSCANLAN gandsSCANLAN gandsSCANLAN gandsSCANLAN gandsSCANLAN gandsSCANLAN gandsSCANLAN gandsSCANLAN gandsSCANLAN gandsSCANLAN gandsSCANLAN gandsSCANLAN gandsSCANLAN,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
101,o boy,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
102,you know this is going to be one big long fight or a really quick TPK....,neither,0.04459773160854088,0.4445940345033153,0.5108082338881438
103,T-20!!! :D,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
104,I'm skipping Rogue One to watch this,neither,0.04814248390721549,0.3503706695663749,0.6014868465264096
105,IS THIS IT? IS IT TIME,neither,0.053812836037666914,0.3482185116049457,0.5979686523573875
106,KILL THAT ARROGANT DRAGON ***,neither,0.32131546855664794,0.23864781385403455,0.4400367175893176
107,There better be some kind of Scanlan dinosaur involved.,neither,0.03322404481705138,0.3099145103270372,0.6568614448559115
108,gandsSubHype gandsSubHype gandsSubHype gandsSubHype gandsSubHype gandsSubHype,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
109,"@RedFire141, cry4",neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
110,JUST ONE PLAYER DEATH. PLEASE JUST ONE D&D GODS!,neither,0.0289915241535126,0.4626618908524535,0.5083465849940341
111,gandsDrink me tonight during game,neither,0.029794638047192006,0.309232757001443,0.660972604951365
112,Yesssssssssssss,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
113,IT IS TIME!!!!,neither,0.049575524985328114,0.3609046442891489,0.5895198307255228
114,gandsSubHype gandsSubHype gandsSubHype gandsSubHype gandsSubHype gandsSubHype,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
115,_-_,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
116,YESSSSS,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
117,Kreygasm Kreygasm Kreygasm Kreygasm,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
118,https://clips.twitch.tv/geekandsundry/ThoughtfulPelicanPeteZarollTie,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
119,BibleThump Im not ready for this chat hold me BibleThump,neither,0.028337404360965,0.36536039382424185,0.6063022018147932
120,Why must twitch buffer now?!?!,neither,0.030286113244685026,0.3299887418615805,0.6397251448937343
121,I ordered dice. but snow.,neither,0.03678227643488588,0.3382714805577401,0.6249462430073741
122,"He missed the deadline, just like me! #relateable",neither,0.04071611052023761,0.3768632964440761,0.5824205930356862
123,WHOO!,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
124,*cries* I have no European friends to send me chocolate,neither,0.03768143238838978,0.3673337410249982,0.5949848265866119
125,@vax1ldan did you refresh?,neither,0.057656878869473564,0.38137162985497625,0.5609714912755501
126,FailFish lmfao,neither,0.05470637918084239,0.32512982320825545,0.6201637976109021
127,"i'm so confused, there was no intro",neither,0.03853602331359845,0.3438379628029752,0.6176260138834265
128,Bidet to all,offensive_language,0.07037653542857761,0.5454179388470466,0.3842055257243759
129,"beep beep, everyone",offensive_language,0.029888967906347413,0.4927062106388782,0.4774048214547744
130,I DIDN'T OVERSLEEP!,neither,0.01596643268850402,0.4152741106663223,0.5687594566451736
131,Percy and Vex :D,neither,0.03857111107789432,0.2851340175310554,0.6762948713910502
132,Hello critters anyone watching smite finals?,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
133,BIDET FROM MISSOURI,neither,0.04071751644889743,0.3089174816120565,0.6503650019390461
134,bidet from new zealand,neither,0.046710622032705686,0.1542697019613409,0.7990196760059534
135,leahUWOT,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
136,"@Sarge222, moon24 what about it",neither,0.04354144055722192,0.3716976171329763,0.5847609423098017
137,So much pretty fan art,neither,0.03610256565022691,0.3700253090659637,0.5938721252838094
138,gandsDrink gandsDrink gandsSCANLAN gandsSCANLAN gandsGandsBeardedMen gandsGandsBeardedMen,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
139,Vex isn't dead yet and has a second Patriot Arrow/ arrow of dragonslaying.,neither,0.03924742591719317,0.309068072855742,0.6516845012270649
140,Yay chat is back!!,neither,0.04694390050671034,0.3277996955774261,0.6252564039158635
141,awesome art,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
142,Bidet From Queensland!,neither,0.04228451509352876,0.2823214250720796,0.6753940598343917
143,"Not only do they have half the people they had for the Thordak fight, they have blown all of their big spells already as well",neither,0.036843884785976805,0.3909659762822617,0.5721901389317616
144,"Hey! I'm in Plano, TX too!",neither,0.039239472196870566,0.3340037499570701,0.6267567778460593
145,TIED GAME! USA USA,neither,0.039034266710344365,0.3057762743750035,0.6551894589146523
146,hi,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
147,gandsSCANLAN,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
148,gandsSubHype gandsSubHype gandsSubHype gandsSubHype gandsSubHype,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
149,FYI we go into sub only chat for live CR,neither,0.038875969559142784,0.31587765811796953,0.6452463723228876
150,thank you,neither,0.07325166854587051,0.4363263848507848,0.4904219466033448
151,perfect on my end,neither,0.02513100143513366,0.43845321262624704,0.5364157859386194
152,gandsSubHype,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
153,Bidet from Colorado,neither,0.04066490145509902,0.30981049537100724,0.6495246031738937
154,bidet,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
155,So. Yeah. TPK.,offensive_language,0.016751854394896067,0.5558307691532872,0.4274173764518167
156,:> <3,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
157,Do you spice?,neither,0.06340458516664035,0.38876294420848057,0.5478324706248792
158,Beep Beep and Bidet to you all!,offensive_language,0.1226744757972699,0.5061280125572227,0.37119751164550746
159,hi from canada!,neither,0.040476784801132114,0.313003325934171,0.6465198892646968
160,Good Luck Vox Machina! Crossing my fingers for a successful fight. :),neither,0.02878407371865813,0.3627109679408179,0.6085049583405239
161,THAT WAS AMAZING,neither,0.03448697269778191,0.3855609169887296,0.5799521103134886
162,Bidet from Baltimore!,neither,0.04079557052152802,0.3075927002946183,0.6516117291838538
163,"@Tc_Notsolis, LUL. You at work or something?",neither,0.05266094843617879,0.3922860617222675,0.5550529898415537
164,Finally Thursday.,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
165,First time watching live! SO excited! :D,neither,0.03587641250807106,0.3849949249063528,0.5791286625855762
166,"BIDET FROM AUSTIN, TEXAS!!!!",neither,0.04055041785557119,0.31175358083338084,0.6476960013110479
167,"Bidet from Louisville, Ky!",neither,0.040345743837037734,0.31522743308451706,0.6444268230784452
168,!amy,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
169,@fantasyfreakvi dang it. Looks like I'll be switching back and forth between the two.,neither,0.04507269728317978,0.29635402688722023,0.6585732758295999
170,sometimes i get stuck and have to close browser and reenter from scratch. needed to update drivers.,neither,0.045558216236317436,0.2862137736138065,0.668228010149876
171,Anyone else have the issue where they have to keep pressing play for the video to work?,neither,0.04575186175709305,0.2351487649314176,0.7190993733114894
172,I just got here omg what'd i miss??,neither,0.07179661751119835,0.35674665773186226,0.5714567247569393
173,Anyone hosting a non-sub chat?,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
174,lol,neither,0.020706217963973744,0.4882283491876925,0.4910654328483337
175,"at this point, Vex could just buy herself a new flying carpet with all the gold and plat they have",neither,0.03226045480876251,0.3357977373784397,0.6319418078127979
176,dat *** doe,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
177,"@MC_Thanks, never tried that, but my next character is going to be a puppeteer bard who mostly speaks through his puppet which is chaotic evil, while he's lawfull good",neither,0.049744117350482786,0.4425850370214598,0.5076708456280574
178,"@Sev_Bentley If they DO die, it's either due to bad luck or lack of preparation.",neither,0.08761423354297689,0.2394183387556568,0.6729674277013663
179,"@KlouseWhitestrike, Yep Refresh",neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
180,@PiniWashcloth so people just say Bidet instead as grog says that instead of good day,neither,0.04785818952656691,0.40479701630998777,0.5473447941634453
181,"20 minutes to go, art is playing if you haven't refreshed recently",neither,0.0450946399128703,0.3911966908561327,0.563708669230997
182,"Art from the bathtub, can't wait. no words.",neither,0.03911475001063745,0.3100687087488745,0.6508165412404879
183,Bidet from Ohio,neither,0.040754399270683486,0.3082914838698526,0.650954116859464
184,wheniscriticalrole.com episode #82,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
185,his guitar,neither,0.07307897236766132,0.33203252770518943,0.5948884999271492
186,Who here started on red box?,neither,0.07553490678439377,0.3623079376286085,0.5621571555869979
187,"GivePLZ TakeNRG let's go chat, almost time to see some green scale get schwaked!",neither,0.028666009542553605,0.36097783585916016,0.6103561545982862
188,"@AlmstHvn, Denise's true form?",neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
189,it was larkin!,neither,0.035930620064475234,0.3363165027571517,0.6277528771783729
190,"matt, travis, laura, marisha",neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
191,Critters!!!,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
192,We have Critical Role art running... start your engines.,neither,0.057786113504856414,0.3326362890225688,0.6095775974725748
193,I love getting here while the bidets are rolling in and just seeing the wall of Texans that show up.,neither,0.07265824614689796,0.3117575732522773,0.6155841806008246
194,Bidet!,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
195,Bidet from Puerto Rico,neither,0.040392180697499655,0.3144392783719297,0.6451685409305706
196,sun goes down on a silky day,neither,0.037715338187193866,0.32951050427003803,0.6327741575427681
197,Bidet from Kentucky!,neither,0.04071751644889743,0.3089174816120565,0.6503650019390461
198,Bidet from São Paulo! its 1 am here...,neither,0.08730144408887143,0.2674412988662949,0.6452572570448337
199,Bidet,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
200,gandsSubHype gandsSubHype gandsSubHype gandsSubHype gandsSubHype gandsApplaud gandsApplaud gandsApplaud gandsApplaud gandsApplaud gandsApplaud gandsDrink gandsDrink gandsDrink gandsDrink gandsSCANLAN gandsSCANLAN gandsCrit gandsRaid gandsRaid gandsRaid,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
201,how much you wanna bet the flameskulls are gonna show up again at juuust the wrong moment,neither,0.06955677074797545,0.3580947227499506,0.572348506502074
202,ears ?,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
203,Thanks blue mics,neither,0.03687355583946686,0.3087744092931494,0.6543520348673838
204,hey! Is ma birthday!,neither,0.040278400659371785,0.4374832157438335,0.5222383835967948
205,Lmao,neither,0.037050151434762084,0.3711622369619404,0.5917876116032975
206,i would love to Marvels Marketing team right now,neither,0.04091204351237688,0.3476848747178172,0.6114030817698061
207,hey er'ybody!!!,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
208,Sox Machina,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
209,wish Guam had awesome tabletop events,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
210,violins,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
211,@Baravis Same!,neither,0.04148851938089603,0.3488915597363099,0.6096199208827939
212,@Everyone Bidet folks!,neither,0.032615930538186816,0.4464225379712045,0.5209615314906086
213,Laura!!!!,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
214,#FIX HIM,neither,0.039286977096751115,0.333197467828188,0.6275155550750611
215,No,neither,0.036918905254960256,0.3733898271584121,0.5896912675866277
216,"I mean, technically Scanlan isn't the one who needs your luck...Pike is! Good luck Pike!",neither,0.05844357565155004,0.3654775103472532,0.5760789140011968
217,Bidet. Let's hope Miracle Max can fix Scanlan up.,neither,0.0454675319327583,0.30591869218655554,0.6486137758806861
218,yeah he is gone this week,neither,0.03339201027187826,0.4350377228364185,0.5315702668917033
219,I'm drinking some oolong for Scanlan,neither,0.02405996865099985,0.3108637531739346,0.6650762781750656
220,#FIXHIM,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
221,Keyleth is Beautiful! !,neither,0.05324267263690519,0.3256332590078609,0.6211240683552339
222,"Good morning chat, good morning mods, amd good morning crew :)",neither,0.048932443634848735,0.1511667866727661,0.7999007696923852
223,@mrwafflesii because I hate haiku,neither,0.24488481504444215,0.22131257834165327,0.5338026066139046
224,WE LIVE,neither,0.04675156173251523,0.3319383047908141,0.6213101334766706
225,gandsGandsPoo gandsGandsPoo gandsGandsPoo gandsGandsPoo gandsGandsPoo,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
226,Scanlan is the last character I want to die. But I would love to see where a permanent death would take the narrative.,neither,0.1017520744284135,0.20747492413607108,0.6907730014355153
227,"If Scanlin dies, I don't know if I can continue watching. He's my favorite character.",neither,0.019014215059466776,0.4336430806275544,0.5473427043129787
228,I loved that one with Grog and Vax,neither,0.023740529320851942,0.4017874814752288,0.5744719892039192
229,!wallet,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
230,@Noble387 eyo,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
231,no sound?,neither,0.03817021587683215,0.3521518202447505,0.6096779638784173
232,Beep beep from Adelaide Australia!,neither,0.04062582848913359,0.3104736655757561,0.6489005059351104
233,gandsSubHype gandsSubHype gandsSubHype,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
234,wooooooowwww!!!,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
235,He should be a part of the SNL cast,neither,0.0517430989341954,0.3434193063993829,0.6048375946664217
236,Welp time to buy Wondercon tickets,neither,0.04393793864243616,0.3430936150224217,0.6129684463351421
237,"GUY, YOU HAVE A LAST NAME",neither,0.0568264178448429,0.4022575889015758,0.5409159932535813
238,hello,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
239,@SherlockHulmes you guys have a new office yet?,neither,0.0582130793994457,0.2966039727581282,0.6451829478424261
240,!wallet,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
241,!wallet,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
242,nevermind lol,neither,0.030390423329749658,0.3972060592599654,0.5724035174102851
243,BIDET!,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
244,I'm so excited to see how Terry and the crew will bond in the coming episodes. XD,neither,0.04237600052092823,0.2987983120939631,0.6588256873851086
245,Bidet Everyone!,offensive_language,0.029888967906347413,0.4927062106388782,0.4774048214547744
246,Bidet from Texas,neither,0.040937266849991,0.30518774380265185,0.6538749893473571
247,"Bidet and beep beep from Dallas, y'all!",neither,0.04155680112706375,0.33914267359461625,0.6193005252783199
248,Im gonna love taryon. the artificer is a fun class,neither,0.041129067189238,0.3955710810711232,0.5632998517396387
249,"Oh man, the excitement is real",neither,0.043666497212125656,0.4351784259314329,0.5211550768564414
250,Bidet from Australia,neither,0.04062582848913359,0.3104736655757561,0.6489005059351104
251,"OMG IT""S THE RIGHT ONE!!!!",neither,0.03477969196775083,0.36947882172311225,0.5957414863091369
252,Ahhh yes silence...,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
253,sounds,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
254,Help!,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
255,RIP AUDIO,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
256,Soundssssss why you no be here,neither,0.12393811141792005,0.3877243370572138,0.4883375515248662
257,#weknow,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
258,"@FlyingKoopaKhan I can hear it, try reloading",neither,0.038093798363079,0.3254065736010643,0.6364996280358567
259,LET'S GO TARYON,neither,0.018063164841337492,0.39391011985298136,0.5880267153056813
260,Terry!,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
261,Yay comic time!,neither,0.03806843090552206,0.35387937684549026,0.6080521922489877
262,tary should just buy a giant mug!,neither,0.04492694403644158,0.37624665170115773,0.5788264042624007
263,liam is a knight,neither,0.04656551906570167,0.327929838305898,0.6255046426284003
264,!whenistm simulcast wheniscriticalrole.com/talksmachina,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
265,gandsSubHype gandsSubHype gandsSubHype,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
266,"I kind of prefer 1940s Captain America (because punching Nazis), but the more modern Iron Man (more hi-tech).",neither,0.08826241352361383,0.3032203921617453,0.6085171943146409
267,Sub gandsSubHype,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
268,"Bidet from BA, Argentina",neither,0.0403346775361176,0.31541525709187607,0.6442500653720065
269,Grog needs a hammer of thunderbolts,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
270,woah,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
271,beep beep,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
272,greetings to all critters from Texas,neither,0.05289673781607043,0.3950963268464241,0.5520069353375054
273,Bidet from Washington 420,neither,0.04040456045783642,0.3142291615304151,0.6453662780117486
274,Man some of those painted pieces are so incredibly awesome.,neither,0.06335045693406226,0.3322411958525129,0.6044083472134247
275,((what are the chat rules?? its been ages since ive seen them bc ive only done youtube eps up until now and i dont want to do anything horribly stupid lmao),neither,0.08489284284381887,0.2728965760920648,0.6422105810641163
276,bidet from champaign IL,neither,0.04035096305996787,0.3151388492503063,0.6445101876897258
277,@gemdragyn I saw. gandsSCANLAN,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
278,"@Zumbig, oh, so it's not just on my end",neither,0.025016999858639772,0.4502745097530941,0.5247084903882661
279,"bidet from ann arbor, mi!!!!!",neither,0.040442547282471694,0.31358442597864195,0.6459730267388865
280,liams neesons!?,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
281,FULLSCREEN MODE BOYS,neither,0.039453208442083915,0.33037608806864915,0.6301707034892671
282,"Sadface, for no scanlans",neither,0.026643525022945026,0.3038000218091507,0.6695564531679044
283,texas here,neither,0.11413007609617153,0.2757115459036424,0.610158378000186
